head_entity	relation	tail_entity
amd	causes	age-related macular degeneration
amd	causes	macular degeneration
amd	causes	central vision loss
hemolysis	causes	ultrasound
hemolysis	affects	cells
kshv	ingredient_of	human biology
cat	affects	cerebral vasospasm
cat	causes	cerebral vasospasm
fertility control	measurement_of	fertility rate
fertility control	manifestation_of	pregnancy
anesthesia	ingredient_of	anesthesia team
ada	affects	renal dysfunction
ada	affects	renal fibrosis
ada	diagnoses	renal dysfunction
ada	diagnoses	renal fibrosis
ada	interacts_with	tissue injury
ada	part_of	renal dysfunction
ada	part_of	renal fibrosis
ada	treats	renal dysfunction
ada	treats	renal fibrosis
ada	causes	renal dysfunction
ada	causes	renal fibrosis
vertebrae	affects	spinal curvature
vertebrae	affects	spinal alignment
haplosporidium	interacts_with	molluscs
haplosporidium	associated_with	molluscs
apolipoprotein	affects	cardiovascular disease
2,3,7,8-tetrachlorodibenzo-p-dioxin	causes	toxicity
bnp	affects	cardiac myocytes
mir-27b	measured_in	muscle tissue
glycoproteins	ingredient_of	glycans
enriched environment	treats	brain function
cerebellar hemangioblastoma	causes	von Hippel-Lindau disease
cerebellar hemangioblastoma	part_of	brain
cerebellar hemangioblastoma	affects	vision
cerebellar hemangioblastoma	measures	partial nephrectomy
cerebellar hemangioblastoma	measures	radiotherapy
ethanol	interacts_with	gene expression
ethanol	affects	gene expression
ethanol	causes	alcohol-related disorders
ethanol	associated_with	alcohol dependence
ethanol	interacts_with	neurotransmitter systems
ethanol	affects	neurotransmitter systems
patients	diagnoses	infectious disease
patients	diagnoses	cardiovascular disease
patients	diagnoses	respiratory disease
patients	diagnoses	gastrointestinal disease
patients	diagnoses	dermatological disease
patients	diagnoses	musculoskeletal disease
patients	diagnoses	neurological disease
patients	diagnoses	genitourinary disease
patients	diagnoses	hematological disease
patients	diagnoses	endocrine disease
patients	diagnoses	eye disease
patients	diagnoses	ear disease
patients	diagnoses	lung disease
patients	diagnoses	skin disease
patients	diagnoses	muscle disease
patients	diagnoses	bone disease
patients	diagnoses	connective tissue disease
enzyme	affects	metabolic pathway
enzyme	associated_with	disease
enzyme	causes	metabolic disorder
diazo-2	interacts_with	calcium
corticosterone	affects	glycolysis
glucose	causes	diabetic foot ulcers
glucose	causes	diabetic cardiomyopathy
electrodialysis	treats	acid whey
ocriplasmin	diagnoses	macular hole
phytohormone	interacts_with	plant
plant	treats	growth and development
impact	causes	neurohumoral effects
impact	affects	pulmonary circulation
impact	diagnoses	pulmonary circulation
impact	part_of	neurohumoral effects
impact	measurement_of	pulmonary circulation
impact	manifestation_of	pulmonary circulation
impact	interacts_with	pulmonary circulation
impact	associated_with	pulmonary circulation
impact	ingredient_of	pulmonary circulation
docosahexaenoic acid	part_of	brain phospholipids
docosahexaenoic acid	associated_with	zellweger syndrome
docosahexaenoic acid	associated_with	peroxisome biogenesis disorders
transforming growth factor-beta 1	causes	neurological disorder
transforming growth factor-beta 1	causes	autoimmune disorder
transforming growth factor-beta 1	causes	inflammatory disease
transforming growth factor-beta 1	causes	cardiovascular disorder
transforming growth factor-beta 1	causes	infectious disorder
transforming growth factor-beta 1	causes	skin disorder
transforming growth factor-beta 1	causes	respiratory disorder
transforming growth factor-beta 1	causes	gastrointestinal disorder
transforming growth factor-beta 1	causes	musculoskeletal disorder
transforming growth factor-beta 1	causes	neurodegenerative disorder
transforming growth factor-beta 1	causes	immunological disorder
cardiac troponin i	measures	cardiac troponin t
cardiac troponin t	diagnoses	acute myocardial infarction
cardiac troponin t	measures	cardiac troponin i
cardiac troponin t	affects	cardiac troponin i
cardiac troponin t	ingredient_of	blood
cardiac troponin t	part_of	heart
cardiac troponin i	part_of	heart
cardiac troponin i	causes	cardiac troponin t
circumcision	causes	human papillomavirus
circumcision	causes	hiv
circumcision	causes	herpes simplex virus
circumcision	causes	syphilis
cryptorchidism	affects	testis
lung cancer	causes	drug resistance
lung cancer	causes	nanog
lung cancer	causes	oct4
lung cancer	causes	western blotting
lung cancer	causes	transwell migration
lung cancer	causes	sanguinarine
lung cancer	causes	plasmids
fulminant hepatitis	ingredient_of	herpes simplex virus type 1
fulminant hepatitis	manifestation_of	liver failure
fulminant hepatitis	measurement_of	disseminated intravascular coagulation
fulminant hepatitis	affects	disseminated intravascular coagulation
hem	ingredient_of	operon
hem	ingredient_of	disease
hem	ingredient_of	metabolic pathway
hem	ingredient_of	enzyme
hem	ingredient_of	protein
hem	ingredient_of	gene
p10	associated_with	chemotherapy
p10	interacts_with	immune system
p10	diagnoses	paracoccidioidomycosis
protease inhibitors	associated_with	protease inhibitor resistance
Wnt signaling	affects	endometrial cancer
Wnt signaling	affects	ovarian cancer
anesthesia	causes	hypotension
anesthesia	associated_with	general anesthesia
anesthesia	ingredient_of	isoflurane
oocyte	assisted_reproduction_techniques	equine
oocyte	reproduction	equine
oocyte	in_vitro_fertilization	equine
ambulatory treatment	affected_by	antibiotic treatment
ambulatory treatment	affected_by	hospital referral
asbestos	causes	asbestos dust
asbestos	affects	quality of life
asbestos	diagnoses	medical history
glaucoma	affects	corneal thickness
streptococcus agalactiae	causes	mastitis
calcium channel blocker	binding	calcium channel
calcium channel blocker	binding	myocardial cell
calcium channel blocker	binding	volatile anesthetics
protein-protein interaction	affected_by	post-translational modification
protein-protein interaction	part_of	cellular process
protein-protein interaction	affected_by	pharmacological treatment
influenza	vaccination	haematological malignancies
alcoholism	associated_with	alcohol abuse
exocytosis	causes	cellular process
dog	affects	stroke volume
dog	causes	premature atrial contraction
dog	ingredient_of	electromagnetic flow probe
metabolites	interacts_with	stable isotope tracers
allopregnanolone	causes	neurodegenerative disorders
allopregnanolone	causes	neuroinflammation
allopregnanolone	causes	neurotrauma
allopregnanolone	causes	neurodevelopmental disorders
allopregnanolone	causes	neuropsychiatric disorders
allopregnanolone	causes	neurological disorders
pueraria lobata	ingredient_of	Chinese herbal medicine
pueraria lobata	part_of	Chinese herbal medicine
cadmium	causes	neurotoxicity
cadmium	causes	carcinogenicity
cadmium	causes	cardiovascular disease
cadmium	causes	gastrointestinal damage
cadmium	causes	immunotoxicity
cadmium	causes	developmental toxicity
bacteriophage mu	manifestation_of	phage infection
bacteriophage mu	interacts_with	phage receptor
haptoglobin	affects	whole blood
meningitis	causes	enterobacterial meningitis
dog	experiments	cardiac output
testosterone	measured_in	csf
arterial catheter	part_of	infusion
arterial catheter	affects	plasma glucose concentration
arterial catheter	affects	gpr
hypertension	causes	lack of exercise
hip	causes	hip joint osteoarthritis
hip	causes	hip joint pain
gct	diagnoses	granular convoluted tubules
gct	affects	submandibular glands
gct	ingredient_of	submandibular glands
gct	ingredient_of	granular convoluted tubules
cats	manifestation_of	feline leukemia
cats	part_of	household
cats	treats	flea infestations
cats	causes	flea bites
cats	manifestation_of	flea infestations
cats	interacts_with	feline leukemia
chlamydia trachomatis	involved	joint disease
chlamydia trachomatis	involved	synovium
chlamydia pneumoniae	involved	synovium
interleukin-1	causes	pain
interleukin-1	causes	stiffness
interleukin-1	causes	joint instability
interleukin-1	causes	joint inflammation
interleukin-1	causes	joint degeneration
b16bl6	causes	tumor cell invasion
b16bl6	affects	tumor cell invasion
b16bl6	diagnoses	tumor cell invasion
b16bl6	ingredient_of	tumor cell invasion
hypohidrotic ectodermal dysplasia	affects	self-esteem
hypohidrotic ectodermal dysplasia	affects	quality of life
dna	causes	chromosomal rearrangements
dna	affects	chromosomal rearrangements
dna	diagnoses	chromosomal rearrangements
dna	ingredient_of	chromosomal rearrangements
dna	part_of	chromosomal rearrangements
dna	measurement_of	chromosomal rearrangements
dna	manifestation_of	chromosomal rearrangements
dna	interacts_with	chromosomal rearrangements
dna	associated_with	chromosomal rearrangements
dxa	measures	bone mineral density
mast cell	ingredient_of	granules
renal diseases	involved_in	pathogenesis
renal function	affected_by	et-1
renal vessels	affected_by	et-1
mesangial cell contraction	affected_by	et-1
rbcs	associated_with	microcirculation
rbcs	measurement_of	hematocrit
rbcs	part_of	blood
fasting	ingredient_of	food
fasting	treats	obesity
glutathione reductase	ingredient_of	oxygen consumption rate
dynamic cardiomyoplasty	measures	chronic heart failure
dynamic cardiomyoplasty	causes	chronic heart failure
neurocysticercosis	causes	parasitic disease
coffee	causes	diabetes
coffee	causes	obesity
coffee	causes	high blood pressure
coffee	causes	cancer
coffee	causes	liver damage
coffee	causes	osteoporosis
coffee	causes	gout
coffee	causes	sleep disorders
coffee	causes	headaches
coffee	causes	asthma
coffee	causes	irritable bowel syndrome
coffee	causes	heart palpitations
grooming	diagnoses	social organization
breast	part_of	malignancies
myeloma	part_of	malignancies
breast	interacts_with	bisphosphonates
myeloma	interacts_with	denosumab
canine glioma	causes	poor prognosis
canine glioma	diagnoses	brain tumor
arterial blood pressure	affects	cardiovascular variables
enzyme	interacts_with	coenzyme
enzyme	interacts_with	inhibitor
enzyme	interacts_with	activator
enzyme	interacts_with	metal ion
enzyme	interacts_with	lipid
enzyme	interacts_with	nucleic acid
enzyme	interacts_with	small molecule
enzyme	interacts_with	drug
enzyme	interacts_with	toxin
enzyme	interacts_with	receptor
enzyme	interacts_with	ion channel
enzyme	interacts_with	transporter
enzyme	interacts_with	protease
enzyme	interacts_with	phosphatase
enzyme	interacts_with	kinase
astrocytes	over-express	dj-1
astrocytes	protect	neurons
food allergy	causes	accidental exposure
p-glycoprotein	part_of	plasma membrane protein
p-glycoprotein	associated_with	drug resistance
p-glycoprotein	treats	drug resistance
p-glycoprotein	diagnoses	drug resistance
p-glycoprotein	measured_by	ATP hydrolysis
apollo	appears_preferentially_localized_at	telomeres
ovarian follicle development	ingredient_of	transrectal ultrasonography
ovarian follicle development	part_of	ovarian cycle
psoriasis	treated_with	emollient cream
isophorone	causes	glucuronide
hidradenoma papilliferum	diagnoses	apocrine sweat gland tumor
hidradenoma papilliferum	part_of	dermis
hidradenoma papilliferum	associated_with	gland of moll
hidradenoma papilliferum	ingredient_of	glandular structures
hidradenoma papilliferum	affects	epidermis
spinal cord	blood supply and its surgical implications	spinal cord injury rehabilitation
rpe	measured_by	extracellular medium
rpe	associated_with	protein synthesis inhibition
mouse	causes	death
mouse	causes	lung diseases
mouse	causes	kidney diseases
mouse	causes	acute bronchitis
mouse	causes	amoxicillin
mouse	causes	disease
mouse	causes	autopsy
mouse	causes	gamma rays
mouse	causes	sarcomas
mouse	causes	myeloid leukemias
haem	causes	trauma
haem	causes	cancer
haem	causes	radiation exposure
haem	causes	chemotherapy
haem	causes	aging
haem	causes	inflammation
haem	causes	toxins
haem	causes	poor nutrition
haem	causes	disease
haem	causes	injury
dna	unzipping mechanism	enzyme
hiv-1	causes	reproductive disorders
hiv-1	causes	eye disorders
hiv-1	causes	ear disorders
hiv-1	causes	skin disorders
hiv-1	causes	gastrointestinal disorders
thin plate	part_of	plate
pancreatic cancer	causes	distant metastasis
acute coronary syndromes	diagnoses	patients
hypovitaminosis D	diagnoses	vitamin D deficiency
hypovitaminosis D	manifestation_of	vitamin D deficiency
bronchiectasis	part_of	respiratory system
bronchiectasis	ingredient_of	lung tissue
bronchiectasis	interacts_with	inhaled medications
bronchiectasis	causes	airway obstruction
bronchiectasis	measures	lung function tests
bronchiectasis	diagnoses	pulmonary fibrosis
pertussis toxin	causes	bronchospasm
pertussis toxin	causes	pneumonia
pertussis toxin	causes	apnea
pertussis toxin	causes	cyanosis
pertussis toxin	causes	tachypnea
pertussis toxin	causes	respiratory distress
pertussis toxin	causes	bronchiolitis
pertussis toxin	causes	bronchitis
pertussis toxin	causes	pneumonitis
rectum	affects	rectovaginal pouch
rectovaginal pouch	affects	rectum
hydrocephalus	diagnoses	neurological examination
hydrocephalus	diagnoses	neurological assessment
hydrocephalus	diagnoses	neuroimaging
hydrocephalus	diagnoses	neuroimaging studies
yersinia pestis	interacts_with	eukaryotic cells
yersinia pestis	diagnoses	plague
yersinia pestis	ingredient_of	bacteria
yersinia pestis	part_of	bacterial infections
yersinia pestis	associated_with	bubonic plague
testosterone	part_of	prepubertal development
testosterone	affects	prepubertal development
adpkd	causes	kidney disease
adpkd	diagnoses	kidney disease
adpkd	part_of	autosomal dominant polycystic kidney disease
adpkd	causes	genetic disorder
adpkd	diagnoses	genetic disorder
adpkd	part_of	inherited disease
adpkd	causes	renal cysts
adpkd	diagnoses	renal cysts
adpkd	part_of	cystic kidney disease
adpkd	causes	kidney failure
adpkd	diagnoses	kidney failure
adpkd	part_of	polycystic kidney disease 1
